district,municipality,id,name,detailedLevel,parentIds
aveiro,agueda,aveiro/agueda,Águeda,council,[]
aveiro,agueda,aveiro/agueda/aguada-de-cima,Aguada de Cima,parish,[]
aveiro,agueda,aveiro/agueda/agueda-e-borralha,Águeda e Borralha,parish,[]
aveiro,agueda,aveiro/agueda/barro-e-aguada-de-baixo,Barrô e Aguada de Baixo,parish,[]
aveiro,agueda,aveiro/agueda/belazaima-do-chao-castanheira-do-vouga-e-agadao,"Belazaima do Chão, Castanheira do Vouga e Agadão",parish,[]
aveiro,agueda,aveiro/agueda/fermentelos,Fermentelos,parish,[]
aveiro,agueda,aveiro/agueda/macinhata-do-vouga,Macinhata do Vouga,parish,[]
aveiro,agueda,aveiro/agueda/prestimo-e-macieira-de-alcoba,Préstimo e Macieira de Alcoba,parish,[]
aveiro,agueda,aveiro/agueda/recardaes-e-espinhel,Recardães e Espinhel,parish,[]
aveiro,agueda,aveiro/agueda/travasso-e-ois-da-ribeira,Travassô e Óis da Ribeira,parish,[]
aveiro,agueda,aveiro/agueda/trofa-segadaes-e-lamas-do-vouga,"Trofa, Segadães e Lamas do Vouga",parish,[]
aveiro,agueda,aveiro/agueda/valongo-do-vouga,Valongo do Vouga,parish,[]
aveiro,albergaria-a-velha,aveiro/albergaria-a-velha,Albergaria-a-Velha,council,[]
aveiro,albergaria-a-velha,aveiro/albergaria-a-velha/albergaria-a-velha-e-valmaior,Albergaria-a-Velha e Valmaior,parish,[]
aveiro,albergaria-a-velha,aveiro/albergaria-a-velha/alquerubim,Alquerubim,parish,[]
aveiro,albergaria-a-velha,aveiro/albergaria-a-velha/angeja,Angeja,parish,[]
aveiro,albergaria-a-velha,aveiro/albergaria-a-velha/branca,Branca,parish,[]
aveiro,albergaria-a-velha,aveiro/albergaria-a-velha/ribeira-de-fraguas,Ribeira de Fráguas,parish,[]
aveiro,albergaria-a-velha,aveiro/albergaria-a-velha/sao-joao-de-loure-e-frossos,São João de Loure e Frossos,parish,[]
aveiro,anadia,aveiro/anadia,Anadia,council,[]
aveiro,anadia,aveiro/anadia/amoreira-da-gandara-paredes-do-bairro-e-ancas,"Amoreira da Gândara, Paredes do Bairro e Ancas",parish,[]
aveiro,anadia,aveiro/anadia/arcos-e-mogofores,Arcos e Mogofores,parish,[]
aveiro,anadia,aveiro/anadia/avelas-de-caminho,Avelãs de Caminho,parish,[]
aveiro,anadia,aveiro/anadia/avelas-de-cima,Avelãs de Cima,parish,[]
aveiro,anadia,aveiro/anadia/moita,Moita,parish,[]
aveiro,anadia,aveiro/anadia/sangalhos,Sangalhos,parish,[]
aveiro,anadia,aveiro/anadia/sao-lourenco-do-bairro,São Lourenço do Bairro,parish,[]
aveiro,anadia,aveiro/anadia/tamengos-aguim-e-ois-do-bairro,"Tamengos, Aguim e Óis do Bairro",parish,[]
aveiro,anadia,aveiro/anadia/vila-nova-de-monsarros,Vila Nova de Monsarros,parish,[]
aveiro,anadia,aveiro/anadia/vilarinho-do-bairro,Vilarinho do Bairro,parish,[]
aveiro,arouca,aveiro/arouca,Arouca,council,[]
aveiro,arouca,aveiro/arouca/alvarenga,Alvarenga,parish,[]
aveiro,arouca,aveiro/arouca/arouca-e-burgo,Arouca e Burgo,parish,[]
aveiro,arouca,aveiro/arouca/cabreiros-e-albergaria-da-serra,Cabreiros e Albergaria da Serra,parish,[]
aveiro,arouca,aveiro/arouca/canelas-e-espiunca,Canelas e Espiunca,parish,[]
aveiro,arouca,aveiro/arouca/chave,Chave,parish,[]
aveiro,arouca,aveiro/arouca/covelo-de-paivo-e-janarde,Covelo de Paivó e Janarde,parish,[]
aveiro,arouca,aveiro/arouca/escariz,Escariz,parish,[]
aveiro,arouca,aveiro/arouca/fermedo,Fermedo,parish,[]
aveiro,arouca,aveiro/arouca/mansores,Mansores,parish,[]
aveiro,arouca,aveiro/arouca/moldes,Moldes,parish,[]
aveiro,arouca,aveiro/arouca/rossas,Rossas,parish,[]
aveiro,arouca,aveiro/arouca/santa-eulalia,Santa Eulália,parish,[]
aveiro,arouca,aveiro/arouca/sao-miguel-do-mato,São Miguel do Mato,parish,[]
aveiro,arouca,aveiro/arouca/tropeco,Tropeço,parish,[]
aveiro,arouca,aveiro/arouca/urro,Urrô,parish,[]
aveiro,arouca,aveiro/arouca/varzea,Várzea,parish,[]
aveiro,aveiro,aveiro/aveiro,Aveiro,council,[]
aveiro,aveiro,aveiro/aveiro/aradas,Aradas,parish,[]
aveiro,aveiro,aveiro/aveiro/cacia,Cacia,parish,[]
aveiro,aveiro,aveiro/aveiro/eixo-e-eirol,Eixo e Eirol,parish,[]
aveiro,aveiro,aveiro/aveiro/esgueira,Esgueira,parish,[]
aveiro,aveiro,aveiro/aveiro/gloria-e-vera-cruz,Glória e Vera Cruz,parish,[]
aveiro,aveiro,aveiro/aveiro/oliveirinha,Oliveirinha,parish,[]
aveiro,aveiro,aveiro/aveiro/requeixo-nossa-senhora-de-fatima-e-nariz,"Requeixo, Nossa Senhora de Fátima e Nariz",parish,[]
aveiro,aveiro,aveiro/aveiro/santa-joana,Santa Joana,parish,[]
aveiro,aveiro,aveiro/aveiro/sao-bernardo,São Bernardo,parish,[]
aveiro,aveiro,aveiro/aveiro/sao-jacinto,São Jacinto,parish,[]
aveiro,castelo-de-paiva,aveiro/castelo-de-paiva,Castelo de Paiva,council,[]
aveiro,castelo-de-paiva,aveiro/castelo-de-paiva/fornos,Fornos,parish,[]
aveiro,castelo-de-paiva,aveiro/castelo-de-paiva/raiva-pedorido-e-paraiso,"Raiva, Pedorido e Paraíso",parish,[]
aveiro,castelo-de-paiva,aveiro/castelo-de-paiva/real,Real,parish,[]
aveiro,castelo-de-paiva,aveiro/castelo-de-paiva/santa-maria-de-sardoura,Santa Maria de Sardoura,parish,[]
aveiro,castelo-de-paiva,aveiro/castelo-de-paiva/sao-martinho-de-sardoura,São Martinho de Sardoura,parish,[]
aveiro,castelo-de-paiva,aveiro/castelo-de-paiva/sobrado-e-bairros,Sobrado e Bairros,parish,[]
aveiro,espinho,aveiro/espinho,Espinho,council,[]
aveiro,espinho,aveiro/espinho/anta-e-guetim,Anta e Guetim,parish,[]
aveiro,espinho,aveiro/espinho/espinho,Espinho,parish,[]
aveiro,espinho,aveiro/espinho/paramos,Paramos,parish,[]
aveiro,espinho,aveiro/espinho/silvalde,Silvalde,parish,[]
aveiro,estarreja,aveiro/estarreja,Estarreja,council,[]
aveiro,estarreja,aveiro/estarreja/avanca,Avanca,parish,[]
aveiro,estarreja,aveiro/estarreja/beduido-e-veiros,Beduído e Veiros,parish,[]
aveiro,estarreja,aveiro/estarreja/canelas-e-fermela,Canelas e Fermelã,parish,[]
aveiro,estarreja,aveiro/estarreja/pardilho,Pardilhó,parish,[]
aveiro,estarreja,aveiro/estarreja/salreu,Salreu,parish,[]
aveiro,ilhavo,aveiro/ilhavo,Ílhavo,council,[]
aveiro,ilhavo,aveiro/ilhavo/gafanha-da-encarnacao,Gafanha da Encarnação,parish,[]
aveiro,ilhavo,aveiro/ilhavo/gafanha-da-nazare,Gafanha da Nazaré,parish,[]
aveiro,ilhavo,aveiro/ilhavo/gafanha-do-carmo,Gafanha do Carmo,parish,[]
aveiro,ilhavo,aveiro/ilhavo/ilhavo-sao-salvador-,Ílhavo (São Salvador),parish,[]
aveiro,mealhada,aveiro/mealhada,Mealhada,council,[]
aveiro,mealhada,aveiro/mealhada/barcouco,Barcouço,parish,[]
aveiro,mealhada,aveiro/mealhada/casal-comba,Casal Comba,parish,[]
aveiro,mealhada,aveiro/mealhada/luso,Luso,parish,[]
aveiro,mealhada,aveiro/mealhada/mealhada-ventosa-do-bairro-e-antes,"Mealhada, Ventosa do Bairro e Antes",parish,[]
aveiro,mealhada,aveiro/mealhada/pampilhosa,Pampilhosa,parish,[]
aveiro,mealhada,aveiro/mealhada/vacarica,Vacariça,parish,[]
aveiro,murtosa,aveiro/murtosa,Murtosa,council,[]
aveiro,murtosa,aveiro/murtosa/bunheiro,Bunheiro,parish,[]
aveiro,murtosa,aveiro/murtosa/monte,Monte,parish,[]
aveiro,murtosa,aveiro/murtosa/murtosa,Murtosa,parish,[]
aveiro,murtosa,aveiro/murtosa/torreira,Torreira,parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis,Oliveira de Azeméis,council,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/carregosa,Carregosa,parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/cesar,Cesar,parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/fajoes,Fajões,parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/loureiro,Loureiro,parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/macieira-de-sarnes,Macieira de Sarnes,parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/nogueira-do-cravo-e-pindelo,Nogueira do Cravo e Pindelo,parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/o-azemeis-riba-ul-ul-macinhata-da-seixa-madail,"O. Azeméis, Riba-Ul, Ul, Macinhata da Seixa, Madail",parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/ossela,Ossela,parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/pinheiro-da-bemposta-travanca-e-palmaz,"Pinheiro da Bemposta, Travanca e Palmaz",parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/sao-martinho-da-gandara,São Martinho da Gândara,parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/sao-roque,São Roque,parish,[]
aveiro,oliveira-de-azemeis,aveiro/oliveira-de-azemeis/vila-de-cucujaes,Vila de Cucujães,parish,[]
aveiro,oliveira-do-bairro,aveiro/oliveira-do-bairro,Oliveira do Bairro,council,[]
aveiro,oliveira-do-bairro,aveiro/oliveira-do-bairro/bustos-troviscal-e-mamarrosa,"Bustos, Troviscal e Mamarrosa",parish,[]
aveiro,oliveira-do-bairro,aveiro/oliveira-do-bairro/oia,Oiã,parish,[]
aveiro,oliveira-do-bairro,aveiro/oliveira-do-bairro/oliveira-do-bairro,Oliveira do Bairro,parish,[]
aveiro,oliveira-do-bairro,aveiro/oliveira-do-bairro/palhaca,Palhaça,parish,[]
aveiro,ovar,aveiro/ovar,Ovar,council,[]
aveiro,ovar,aveiro/ovar/cortegaca,Cortegaça,parish,[]
aveiro,ovar,aveiro/ovar/esmoriz,Esmoriz,parish,[]
aveiro,ovar,aveiro/ovar/maceda,Maceda,parish,[]
aveiro,ovar,aveiro/ovar/ovar-s-joao-arada-e-s-vicente-de-pereira-jusa,"Ovar, S. João, Arada e S. Vicente de Pereira Jusã",parish,[]
aveiro,ovar,aveiro/ovar/valega,Válega,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira,Santa Maria da Feira,council,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/argoncilhe,Argoncilhe,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/arrifana,Arrifana,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/caldas-de-sao-jorge-e-de-pigeiros,Caldas de São Jorge e de Pigeiros,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/canedo-vale-e-vila-maior,"Canedo, Vale e Vila Maior",parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/escapaes,Escapães,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/fiaes,Fiães,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/fornos,Fornos,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/lobao-giao-louredo-e-guisande,"Lobão, Gião, Louredo e Guisande",parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/lourosa,Lourosa,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/milheiros-de-poiares,Milheirós de Poiares,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/mozelos,Mozelos,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/nogueira-da-regedoura,Nogueira da Regedoura,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/pacos-de-brandao,Paços de Brandão,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/rio-meao,Rio Meão,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/romariz,Romariz,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/sanguedo,Sanguedo,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/santa-maria-da-feira-travanca-sanfins-e-espargo,"Santa Maria da Feira, Travanca, Sanfins e Espargo",parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/santa-maria-de-lamas,Santa Maria de Lamas,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/sao-joao-de-ver,São João de Ver,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/sao-miguel-de-souto-e-mosteiro,São Miguel de Souto e Mosteirô,parish,[]
aveiro,santa-maria-da-feira,aveiro/santa-maria-da-feira/sao-paio-de-oleiros,São Paio de Oleiros,parish,[]
aveiro,sao-joao-da-madeira,aveiro/sao-joao-da-madeira,São João da Madeira,council,[]
aveiro,sao-joao-da-madeira,aveiro/sao-joao-da-madeira/sao-joao-da-madeira,São João da Madeira,parish,[]
aveiro,sever-do-vouga,aveiro/sever-do-vouga,Sever do Vouga,council,[]
aveiro,sever-do-vouga,aveiro/sever-do-vouga/cedrim-e-paradela,Cedrim e Paradela,parish,[]
aveiro,sever-do-vouga,aveiro/sever-do-vouga/couto-de-esteves,Couto de Esteves,parish,[]
aveiro,sever-do-vouga,aveiro/sever-do-vouga/pessegueiro-do-vouga,Pessegueiro do Vouga,parish,[]
aveiro,sever-do-vouga,aveiro/sever-do-vouga/rocas-do-vouga,Rocas do Vouga,parish,[]
aveiro,sever-do-vouga,aveiro/sever-do-vouga/sever-do-vouga,Sever do Vouga,parish,[]
aveiro,sever-do-vouga,aveiro/sever-do-vouga/silva-escura-e-dornelas,Silva Escura e Dornelas,parish,[]
aveiro,sever-do-vouga,aveiro/sever-do-vouga/talhadas,Talhadas,parish,[]
aveiro,vagos,aveiro/vagos,Vagos,council,[]
aveiro,vagos,aveiro/vagos/calvao,Calvão,parish,[]
aveiro,vagos,aveiro/vagos/fonte-de-angeao-e-covao-do-lobo,Fonte de Angeão e Covão do Lobo,parish,[]
aveiro,vagos,aveiro/vagos/gafanha-da-boa-hora,Gafanha da Boa Hora,parish,[]
aveiro,vagos,aveiro/vagos/ouca,Ouca,parish,[]
aveiro,vagos,aveiro/vagos/ponte-de-vagos-e-santa-catarina,Ponte de Vagos e Santa Catarina,parish,[]
aveiro,vagos,aveiro/vagos/santo-andre-de-vagos,Santo André de Vagos,parish,[]
aveiro,vagos,aveiro/vagos/sosa,Sosa,parish,[]
aveiro,vagos,aveiro/vagos/vagos-e-santo-antonio,Vagos e Santo António,parish,[]
aveiro,vale-de-cambra,aveiro/vale-de-cambra,Vale de Cambra,council,[]
aveiro,vale-de-cambra,aveiro/vale-de-cambra/aroes,Arões,parish,[]
aveiro,vale-de-cambra,aveiro/vale-de-cambra/cepelos,Cepelos,parish,[]
aveiro,vale-de-cambra,aveiro/vale-de-cambra/junqueira,Junqueira,parish,[]
aveiro,vale-de-cambra,aveiro/vale-de-cambra/macieira-de-cambra,Macieira de Cambra,parish,[]
aveiro,vale-de-cambra,aveiro/vale-de-cambra/roge,Roge,parish,[]
aveiro,vale-de-cambra,aveiro/vale-de-cambra/sao-pedro-de-casteloes,São Pedro de Castelões,parish,[]
aveiro,vale-de-cambra,aveiro/vale-de-cambra/vila-cha-codal-e-vila-cova-de-perrinho,"Vila Chã, Codal e Vila Cova de Perrinho",parish,[]
beja,aljustrel,beja/aljustrel,Aljustrel,council,[]
beja,aljustrel,beja/aljustrel/aljustrel-e-rio-de-moinhos,Aljustrel e Rio de Moinhos,parish,[]
beja,aljustrel,beja/aljustrel/ervidel,Ervidel,parish,[]
beja,aljustrel,beja/aljustrel/messejana,Messejana,parish,[]
beja,aljustrel,beja/aljustrel/sao-joao-de-negrilhos,São João de Negrilhos,parish,[]
beja,almodovar,beja/almodovar,Almodôvar,council,[]
beja,almodovar,beja/almodovar/aldeia-dos-fernandes,Aldeia dos Fernandes,parish,[]
beja,almodovar,beja/almodovar/almodovar-e-graca-dos-padroes,Almodôvar e Graça dos Padrões,parish,[]
beja,almodovar,beja/almodovar/rosario,Rosário,parish,[]
beja,almodovar,beja/almodovar/santa-clara-a-nova-e-gomes-aires,Santa Clara-a-Nova e Gomes Aires,parish,[]
beja,almodovar,beja/almodovar/santa-cruz,Santa Cruz,parish,[]
beja,almodovar,beja/almodovar/sao-barnabe,São Barnabé,parish,[]
beja,beja,beja/beja,Beja,council,[]
beja,beja,beja/beja/albernoa-e-trindade,Albernoa e Trindade,parish,[]
beja,beja,beja/beja/baleizao,Baleizão,parish,[]
beja,beja,beja/beja/beja-salvador-e-santa-maria-da-feira-,Beja (Salvador e Santa Maria da Feira),parish,[]
beja,beja,beja/beja/beja-santiago-maior-e-sao-joao-baptista-,Beja (Santiago Maior e São João Baptista),parish,[]
beja,beja,beja/beja/beringel,Beringel,parish,[]
beja,beja,beja/beja/cabeca-gorda,Cabeça Gorda,parish,[]
beja,beja,beja/beja/nossa-senhora-das-neves,Nossa Senhora das Neves,parish,[]
beja,beja,beja/beja/salvada-e-quintos,Salvada e Quintos,parish,[]
beja,beja,beja/beja/santa-clara-de-louredo,Santa Clara de Louredo,parish,[]
beja,beja,beja/beja/santa-vitoria-e-mombeja,Santa Vitória e Mombeja,parish,[]
beja,beja,beja/beja/sao-matias,São Matias,parish,[]
beja,beja,beja/beja/trigaches-e-sao-brissos,Trigaches e São Brissos,parish,[]
beja,castro-verde,beja/castro-verde,Castro Verde,council,[]
beja,castro-verde,beja/castro-verde/castro-verde-e-casevel,Castro Verde e Casével,parish,[]
beja,castro-verde,beja/castro-verde/entradas,Entradas,parish,[]
beja,castro-verde,beja/castro-verde/santa-barbara-de-padroes,Santa Bárbara de Padrões,parish,[]
beja,castro-verde,beja/castro-verde/sao-marcos-da-ataboeira,São Marcos da Ataboeira,parish,[]
beja,cuba,beja/cuba,Cuba,council,[]
beja,cuba,beja/cuba/cuba,Cuba,parish,[]
beja,cuba,beja/cuba/faro-do-alentejo,Faro do Alentejo,parish,[]
beja,cuba,beja/cuba/vila-alva,Vila Alva,parish,[]
beja,cuba,beja/cuba/vila-ruiva,Vila Ruiva,parish,[]
beja,ferreira-do-alentejo,beja/ferreira-do-alentejo,Ferreira do Alentejo,council,[]
beja,ferreira-do-alentejo,beja/ferreira-do-alentejo/alfundao-e-peroguarda,Alfundão e Peroguarda,parish,[]
beja,ferreira-do-alentejo,beja/ferreira-do-alentejo/ferreira-do-alentejo-e-canhestros,Ferreira do Alentejo e Canhestros,parish,[]
beja,ferreira-do-alentejo,beja/ferreira-do-alentejo/figueira-dos-cavaleiros,Figueira dos Cavaleiros,parish,[]
beja,ferreira-do-alentejo,beja/ferreira-do-alentejo/odivelas,Odivelas,parish,[]
beja,mertola,beja/mertola,Mértola,council,[]
beja,mertola,beja/mertola/alcaria-ruiva,Alcaria Ruiva,parish,[]
beja,mertola,beja/mertola/corte-do-pinto,Corte do Pinto,parish,[]
beja,mertola,beja/mertola/espirito-santo,Espírito Santo,parish,[]
beja,mertola,beja/mertola/mertola,Mértola,parish,[]
beja,mertola,beja/mertola/santana-de-cambas,Santana de Cambas,parish,[]
beja,mertola,beja/mertola/sao-joao-dos-caldeireiros,São João dos Caldeireiros,parish,[]
beja,mertola,beja/mertola/s-mig-pinheiro-s-pedro-solis-s-sebastiao-dos-carros,"S. Mig. Pinheiro, S. Pedro Solis, S. Sebastião dos Carros",parish,[]
beja,moura,beja/moura,Moura,council,[]
beja,moura,beja/moura/amareleja,Amareleja,parish,[]
beja,moura,beja/moura/povoa-de-sao-miguel,Póvoa de São Miguel,parish,[]
beja,moura,beja/moura/safara-e-santo-aleixo-da-restauracao,Safara e Santo Aleixo da Restauração,parish,[]
beja,moura,beja/moura/santo-agostinho-e-sao-joao-baptista-e-santo-amador,Santo Agostinho e São João Baptista e Santo Amador,parish,[]
beja,moura,beja/moura/sobral-da-adica,Sobral da Adiça,parish,[]
beja,odemira,beja/odemira,Odemira,council,[]
beja,odemira,beja/odemira/boavista-dos-pinheiros,Boavista dos Pinheiros,parish,[]
beja,odemira,beja/odemira/colos,Colos,parish,[]
beja,odemira,beja/odemira/longueira-almograve,Longueira/Almograve,parish,[]
beja,odemira,beja/odemira/luzianes-gare,Luzianes-Gare,parish,[]
beja,odemira,beja/odemira/reliquias,Relíquias,parish,[]
beja,odemira,beja/odemira/saboia,Sabóia,parish,[]
beja,odemira,beja/odemira/santa-clara-a-velha,Santa Clara-a-Velha,parish,[]
beja,odemira,beja/odemira/sao-luis,São Luís,parish,[]
beja,odemira,beja/odemira/sao-martinho-das-amoreiras,São Martinho das Amoreiras,parish,[]
beja,odemira,beja/odemira/sao-salvador-e-santa-maria,São Salvador e Santa Maria,parish,[]
beja,odemira,beja/odemira/sao-teotonio,São Teotónio,parish,[]
beja,odemira,beja/odemira/vale-de-santiago,Vale de Santiago,parish,[]
beja,odemira,beja/odemira/vila-nova-de-milfontes,Vila Nova de Milfontes,parish,[]
beja,ourique,beja/ourique,Ourique,council,[]
beja,ourique,beja/ourique/garvao-e-santa-luzia,Garvão e Santa Luzia,parish,[]
beja,ourique,beja/ourique/ourique,Ourique,parish,[]
beja,ourique,beja/ourique/panoias-e-conceicao,Panoias e Conceição,parish,[]
beja,ourique,beja/ourique/santana-da-serra,Santana da Serra,parish,[]
beja,serpa,beja/serpa,Serpa,council,[]
beja,serpa,beja/serpa/brinches,Brinches,parish,[]
beja,serpa,beja/serpa/pias,Pias,parish,[]
beja,serpa,beja/serpa/serpa-salvador-e-santa-maria-,Serpa (Salvador e Santa Maria),parish,[]
beja,serpa,beja/serpa/vila-nova-de-sao-bento-e-vale-de-vargo,Vila Nova de São Bento e Vale de Vargo,parish,[]
beja,serpa,beja/serpa/vila-verde-de-ficalho,Vila Verde de Ficalho,parish,[]
beja,vidigueira,beja/vidigueira,Vidigueira,council,[]
beja,vidigueira,beja/vidigueira/pedrogao,Pedrógão,parish,[]
beja,vidigueira,beja/vidigueira/selmes,Selmes,parish,[]
beja,vidigueira,beja/vidigueira/vidigueira,Vidigueira,parish,[]
beja,vidigueira,beja/vidigueira/vila-de-frades,Vila de Frades,parish,[]
braga,amares,braga/amares,Amares,council,[]
braga,amares,braga/amares/amares-e-figueiredo,Amares e Figueiredo,parish,[]
braga,amares,braga/amares/barreiros,Barreiros,parish,[]
braga,amares,braga/amares/bico,Bico,parish,[]
braga,amares,braga/amares/bouro-santa-maria-,Bouro (Santa Maria),parish,[]
braga,amares,braga/amares/bouro-santa-marta-,Bouro (Santa Marta),parish,[]
braga,amares,braga/amares/caires,Caires,parish,[]
braga,amares,braga/amares/caldelas-sequeiros-e-paranhos,"Caldelas, Sequeiros e Paranhos",parish,[]
braga,amares,braga/amares/carrazedo,Carrazedo,parish,[]
braga,amares,braga/amares/dornelas,Dornelas,parish,[]
braga,amares,braga/amares/ferreiros-prozelo-e-besteiros,"Ferreiros, Prozelo e Besteiros",parish,[]
braga,amares,braga/amares/fiscal,Fiscal,parish,[]
braga,amares,braga/amares/goaes,Goães,parish,[]
braga,amares,braga/amares/lago,Lago,parish,[]
braga,amares,braga/amares/rendufe,Rendufe,parish,[]
braga,amares,braga/amares/torre-e-portela,Torre e Portela,parish,[]
braga,amares,braga/amares/vilela-seramil-e-paredes-secas,"Vilela, Seramil e Paredes Secas",parish,[]
braga,barcelos,braga/barcelos,Barcelos,council,[]
braga,barcelos,braga/barcelos/abade-de-neiva,Abade de Neiva,parish,[]
braga,barcelos,braga/barcelos/aborim,Aborim,parish,[]
braga,barcelos,braga/barcelos/adaes,Adães,parish,[]
braga,barcelos,braga/barcelos/airo,Airó,parish,[]
braga,barcelos,braga/barcelos/aldreu,Aldreu,parish,[]
braga,barcelos,braga/barcelos/alheira-e-igreja-nova,Alheira e Igreja Nova,parish,[]
braga,barcelos,braga/barcelos/alvelos,Alvelos,parish,[]
braga,barcelos,braga/barcelos/alvito-sao-pedro-e-sao-martinho-e-couto,Alvito (São Pedro e São Martinho) e Couto,parish,[]
braga,barcelos,braga/barcelos/arcozelo,Arcozelo,parish,[]
braga,barcelos,braga/barcelos/areias,Areias,parish,[]
braga,barcelos,braga/barcelos/areias-de-vilar-e-encourados,Areias de Vilar e Encourados,parish,[]
braga,barcelos,braga/barcelos/balugaes,Balugães,parish,[]
braga,barcelos,braga/barcelos/barcelinhos,Barcelinhos,parish,[]
braga,barcelos,braga/barcelos/barcelos-v-boa-v-frescainha,"Barcelos, V. Boa, V. Frescainha",parish,[]
braga,barcelos,braga/barcelos/barqueiros,Barqueiros,parish,[]
braga,barcelos,braga/barcelos/cambeses,Cambeses,parish,[]
braga,barcelos,braga/barcelos/campo-e-tamel-sao-pedro-fins-,Campo e Tamel (São Pedro Fins),parish,[]
braga,barcelos,braga/barcelos/carapecos,Carapeços,parish,[]
braga,barcelos,braga/barcelos/carreira-e-fonte-coberta,Carreira e Fonte Coberta,parish,[]
braga,barcelos,braga/barcelos/carvalhal,Carvalhal,parish,[]
braga,barcelos,braga/barcelos/carvalhas,Carvalhas,parish,[]
braga,barcelos,braga/barcelos/chorente-goios-courel-pedra-furada-e-gueral,"Chorente, Góios, Courel, Pedra Furada e Gueral",parish,[]
braga,barcelos,braga/barcelos/cossourado,Cossourado,parish,[]
braga,barcelos,braga/barcelos/creixomil-e-mariz,Creixomil e Mariz,parish,[]
braga,barcelos,braga/barcelos/cristelo,Cristelo,parish,[]
braga,barcelos,braga/barcelos/durraes-e-tregosa,Durrães e Tregosa,parish,[]
braga,barcelos,braga/barcelos/fornelos,Fornelos,parish,[]
braga,barcelos,braga/barcelos/fragoso,Fragoso,parish,[]
braga,barcelos,braga/barcelos/galegos-santa-maria-,Galegos (Santa Maria),parish,[]
braga,barcelos,braga/barcelos/galegos-sao-martinho-,Galegos (São Martinho),parish,[]
braga,barcelos,braga/barcelos/gamil-e-midoes,Gamil e Midões,parish,[]
braga,barcelos,braga/barcelos/gilmonde,Gilmonde,parish,[]
braga,barcelos,braga/barcelos/lama,Lama,parish,[]
braga,barcelos,braga/barcelos/lijo,Lijó,parish,[]
braga,barcelos,braga/barcelos/macieira-de-rates,Macieira de Rates,parish,[]
braga,barcelos,braga/barcelos/manhente,Manhente,parish,[]
braga,barcelos,braga/barcelos/martim,Martim,parish,[]
braga,barcelos,braga/barcelos/milhazes-vilar-de-figos-e-faria,"Milhazes, Vilar de Figos e Faria",parish,[]
braga,barcelos,braga/barcelos/moure,Moure,parish,[]
braga,barcelos,braga/barcelos/negreiros-e-chavao,Negreiros e Chavão,parish,[]
braga,barcelos,braga/barcelos/oliveira,Oliveira,parish,[]
braga,barcelos,braga/barcelos/palme,Palme,parish,[]
braga,barcelos,braga/barcelos/panque,Panque,parish,[]
braga,barcelos,braga/barcelos/paradela,Paradela,parish,[]
braga,barcelos,braga/barcelos/pereira,Pereira,parish,[]
braga,barcelos,braga/barcelos/perelhal,Perelhal,parish,[]
braga,barcelos,braga/barcelos/pousa,Pousa,parish,[]
braga,barcelos,braga/barcelos/quintiaes-e-aguiar,Quintiães e Aguiar,parish,[]
